index_id	category	text
854	travel	MetroPlus est plus confortable et moins bondé, mais plus cher, tout en restant moins cher que le tarif normal des billets de métro en Europe.
833	travel	Cela peut nécessiter de remplir un formulaire auprès de la police locale ou une visite aux bureaux de l'immigration.
1604	travel	Chaque matin, les gens quittent les petites villes de campagne en voiture pour se rendre à leur lieu de travail et croisent d'autres gens qui vont travailler dans la campagne qu'ils viennent de quitter.
1826	travel	Si vous n'avez pas l'habitude de conduire sur des routes de campagne, gardez l'esprit ouvert : les pentes raides, les voies étroites et les courbes serrées prédominent.
1559	travel	Le tout premier moyen de locomotion était la marche : les humains se mirent à marcher debout il y a deux millions d'années avec l'arrivée de l'Homo Erectus (« homme droit »).
1880	travel	Les voyageurs qui prévoient une opération de changement de sexe à l'étranger doivent s'assurer d'avoir en leur possession des documents valables pour leur voyage de retour.
835	travel	Dans d'autres cas, seules les personnes résidant hors hébergements touristiques doivent s'enregistrer. Toutefois, la loi est beaucoup plus obscure, donc il conviendra de se renseigner au préalable.
866	travel	Si vous voyagez pour la première fois dans un pays en voie de développement ou dans une région du monde que vous ne connaissez pas, ne prenez pas le possible choc culturel à le légère.
1700	travel	Aux femmes : Il est recommandé à toute femme qui voyage de dire qu’elle est mariée, quel que soit son état civil.
887	travel	Les visites touristiques sont coûteuses, exigent une bonne condition physique, ne peuvent avoir lieu qu'en été (de novembre à février) et sont largement limitées à la péninsule, aux îles, et à la mer de Ross.
691	travel	La visite du site peut être agréablement associée à une promenade en bateau sur le lac.
1948	travel	N'oubliez pas que vous visitez essentiellement un charnier, ainsi qu'un site qui a une signification presque incalculable pour une partie importante de la population mondiale.
948	travel	Rassurez-vous : une fois que vous aurez atteint les ports de plaisance, tout sera clair. Vous rencontrerez d'autres auto-stoppeurs, qui vous feront part de leurs informations.
1857	travel	De même, en ayant un visa Schengen, vous n'avez pas besoin de demander séparément un visa pour chacun des pays membres de l'espace, ce qui permet d'économiser du temps, de l'argent et des formalités administratives.
675	travel	Cela peut se faire dans une voiture normale avec une planification minutieuse, mais un 4x4 est fortement conseillé et de nombreux endroits ne sont accessibles qu'avec un 4x4 à empattement long.
1800	travel	Sur les routes glacées et enneigées, le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu.
1737	travel	Les taxis collectifs sont un moyen rapide et confortable de se rendre dans des endroits proches, tels que Paro (150 Nu) et Punakha (200 Nu).
204	travel	Le Twin Otter avait essayé d'atterrir à Kokoda hier sous le nom de vol Airlines PNG CG4684, mais avait déjà échoué une fois.
831	travel	Dans les trains-couchettes qui roulent de nuit, les passeports peuvent être collectés par le chef de train afin de ne pas interrompre votre sommeil.
1741	travel	Le pont devrait être pleinement opérationnel en septembre 2017, date à laquelle devraient être achevés les postes de contrôle des douanes brésiliennes.
958	travel	Il n’existe aucune alliance de compagnies aériennes couvrant les jonctions des trois océans de l’hémisphère sud (et SkyTeam ne couvre aucune d’entre elles).
1856	travel	Tant que vous restez dans cette zone, vous pouvez généralement traverser les frontières sans repasser par les points de contrôle des passeports.
952	travel	Même si vous pensez qu’il est intuitif de rejoindre la compagnie aérienne avec laquelle vous voyagez le plus, vous devez savoir que les privilèges offerts sont souvent différents et que le système de points de fidélité peut être plus généreux avec une autre compagnie de la même alliance.
994	travel	Seules quelques compagnies aériennes proposent encore des tarifs de deuil, qui réduisent légèrement le coût des voyages funéraires de dernière minute.
538	travel	Les touristes peuvent visiter différents sites d'un pays donné ou choisir de se concentrer sur une seule région.
729	travel	Bowen Island est une excursion populaire d'une journée ou d'un week-end qui propose du kayak, des randonnées, des boutiques, des restaurants, et plus encore.
1923	travel	Voyager en avion peut être une expérience effrayante pour les personnes de tous âges et de tous horizons, en particulier si elles n'ont jamais volé auparavant ou ont vécu un événement traumatisant.
752	travel	En bref, utiliser votre voiture est un excellent moyen de faire un voyage par la route, mais rarement en soi un moyen de « camper ».
832	travel	L’enregistrement est une exigence supplémentaire pour la procédure de visa. Dans certains pays, vous devez vous faire enregistrer et indiquer l’adresse de votre lieu de séjour auprès des autorités locales.
1991	travel	Les voies navigables intérieures peuvent être un excellent thème pour des vacances.
856	travel	Porter pour les autres – ne perdez jamais vos sacs de vue, surtout lorsque vous traversez des frontières internationales.
945	travel	Les Vikings ont utilisé les voies navigables russes pour atteindre la mer Noire et la mer Caspienne. Certaines parties de ces itinéraires peuvent toujours être utilisées. Vérifiez la nécessité éventuelle de permis spéciaux, qui peuvent être difficiles à obtenir.
868	travel	Surtout au début, pensez à faire des folies dans les hôtels, la nourriture et les services de style et de qualité occidentaux pour vous aider à vous acclimater.
701	travel	Les citoyens cubains titulaires d'une carte verte américaine doivent se rendre dans un consulat équatorien pour obtenir une dérogation à cette exigence.
1813	travel	On s'attend à ce que la plupart des billets d'événements coûtent entre 2 500 et 130 000 yens, les billets typiques coûtant environ 7 000 yens.
1824	travel	Les voyageurs à destination de pays où les taxes sont élevées peuvent parfois faire des économies considérables, en particulier sur des produits comme les boissons alcoolisées ou le tabac.
798	travel	Donnez également des exemplaires de la réglementation et des contacts aux compagnons de voyage et aux parents ou amis à la maison qui sont prêts à vous aider.
1854	travel	L'Europe est un continent relativement petit, mais comportant de nombreux pays indépendants. Dans des circonstances classiques, voyager à travers plusieurs pays implique donc de devoir procéder à plusieurs demandes de visa et de subir plusieurs vérifications de passeport.
735	travel	Sirena est le seul poste de gardes forestiers qui offre un hébergement en dortoir et des repas chauds en plus du camping. La Leona, San Pedrillo et Los Patos n'offrent que des emplacements de camping sans service de restauration.
703	travel	Les visites sont moins chères pour les grands groupes, donc si vous êtes seul ou avec un seul ami, essayez de rencontrer d’autres personnes et de former un groupe de quatre à six personnes pour obtenir un meilleur tarif par personne.
951	travel	Vous devez choisir avec soin votre compagnie aérienne Frequent Flyer dans le cadre d'une alliance.
1865	travel	Si le pays dans lequel vous vous rendez fait l'objet d'un avertissement aux voyageurs émis par votre gouvernement, votre assurance santé à l'étranger ou votre assurance annulation voyage peuvent en être affectées.
749	travel	Monter dans sa propre voiture et partir pour un long voyage a un attrait intrinsèque dans sa simplicité.
1828	travel	En revanche, le service mobile est curieusement beaucoup plus fort ici que sur beaucoup d'autres parties de la route, par exemple les Pennsylvania Wilds.
1941	travel	Les larges boulevards, les bâtiments vitrés et les centres commerciaux modernes sont parsemés de toits traditionnels en tuiles rouges, du marché du XVIIIe siècle, et de vieilles mosquées et églises, bien que la ville ait une atmosphère qui rappelle plus l'Europe méditerranéenne que la Turquie traditionnelle.
697	travel	Jérusalem compte de nombreux sites historiques, archéologiques et culturels ainsi que des centres commerciaux, cafés et restaurants animés et très fréquentés.
1763	travel	Chaque année, des dizaines de visiteurs sont blessés parce qu’ils n’ont pas gardé une distance suffisante. Ces animaux sont grands, sauvages et potentiellement dangereux, alors donnez-leur de l’espace.
939	travel	Assurez-vous de savoir ce que vous pouvez et ne pouvez pas apporter, et déclarez tout ce qui dépasse les limites légales.
954	travel	En 2014 la compagnie Turkish Airlines dessert 39 destinations dans 30 pays d'Afrique.
163	travel	Un navire de contre-mesures anti-mines de classe Avenger, le navire était en route pour Puerto Princesa à Palawan.
759	travel	Un réseau d’échange d’hospitalité est l’organisation qui met en relation les voyageurs avec les habitants des villes qu’ils vont visiter.
1735	travel	Les bus inter-districts sont souvent complets, aussi est-il conseillé d'acheter un ticket quelques jours à l'avance.
1993	travel	Elles définissent également les itinéraires pour les sentiers de randonnée et les pistes cyclables populaires.
1722	travel	Comme pour tous les parcs nationaux sud-africains, il existe des droits d’entrée et de conservation quotidiens pour le parc.
730	travel	Cette communauté authentique se trouve à Howe Sound, juste à côté de Vancouver, et elle est facilement accessible par des bateaux-taxis qui partent régulièrement de Granville Island, dans le centre-ville de Vancouver.
