index_id	category	text
854	travel	MetroPlus se pi konfòtab ak mwens moun, men yon ti kras pi chè, menm si li toujou pi bon mache pase tikè métro nòmal nan Ewòp.
833	travel	Sa kapab nesesite pou ranpli yo fòmilè avèk lapolis lokal oswa rann ou nan biwo imigrasyon yo.
1604	travel	Chak maten, moun yo kite ti vil nan kanpay yo ak machin pou yo ale nan espas travay yo epi yo kwaze ak lòt kote destinasyon pwofesyonèl la se kote yo apèn sot kite a.
1826	travel	Si ou pa abitye kondi sou wout andeyo yo, gade nan lespri w louvri: pant rèd yo, wout piti yo ak viraj sere yo se yo k ap domine.
1559	travel	Premye mwayen transpò yo konnen se te mache, imen yo te kòmanse mache kanpe sa gen de milyon lane avèk aparisyon Homo Erectus la (ki siyifi moun kanpe).
1880	travel	Vwayajè k ap planifye yon operasyon chanjman sèks yo aletranje dwe asire yo, yo gen dokiman valab pou vwayaj retou a.
835	travel	Nan lòt ka, sèlman moun ki pa loje nan etablisman touristik yo ki dwe anrejistre. Donk sa vin rann lwa flou, chache konnen davans.
866	travel	Si w ap vwayaje pou premye fwa nan yon peyi an devlopman - oswa nan yon nouvo pati nan mond lan - pa sou estime potansyèl chòk kiltirèl la.
1700	travel	Fanm yo: li rekòmande ak tout fanm vwayajè yo pou deklare yo marye, kèlkeswa estati matrimonyal reyèl li.
887	travel	Vizit touristik yo chè, egzije yon bon kondisyon fizik, kapab sèlman fèt an ete novanm-fevriye epi limite yon an grand pati nan penisil la, nan zile yo ak nan lanmè Ross la.
691	travel	Yon vizit nan sit la ka fasilman konbine ak yon pwomennen sou bato nan lak la.
1948	travel	Pa bliye w ap vizite yon sit tonbo an mas, epi yon sit ki gen yon siyifikasyon prèske n paka kalkile pou yon pati enpòtan nan popilasyon mondyal la.
948	travel	Ou mèt kwè, depi ou rive nan marina tout bagay ap evidan. Wap rankontre lòt kanpè bato kap pataje enfòmasyon pa yo ak ou.
1857	travel	Menm jan, gen yon viza Schengen, ou pa bezwen mande viza pou chak peyi manm Schengen lan separeman, sa ki pèmèt ou ekonomize tan, lajan epi dokimantasyon.
675	travel	Sa kapab fè nan yon mahin nòmal avèk yon planifikasyon pridan, men yon 4x4 konseye anpil epi anpil kote yo aksesib sèlman ak yon 4x4 ak anpatman ki wo.
1800	travel	Sou wout ki gen glas ak nèj yo, fwotman an fèb epi ou kapab kondi tankou ou te sou asfalt ki pa gen anyen sou li..
1737	travel	Taksi kolektif yo se yon mwayen rapid epi konfòtab pou rann ou kote pwòch ou yo, tankou Paro (Nu 150) ak Punakha (Nu 200).
204	travel	Twin Otter te eseye ateri nan Kokoda yè sou non vòl CG4684 de Airlines PNG, men te deja echwe yon fwa.
831	travel	Nan tren lannwit yo, kondiktè yo kapab retire paspò yo pou somèy yo pa entewonp.
1741	travel	Li pwograme ke pon an dwe konplètman operasyonèl nan mwa septanm 2017, lè pòs yo koutim brezilyen yo dwe fini.
958	travel	Okenn konpayi ayeryèn kouvri twa travèsè oseyanik emisfè sid yo (epi SkyTeam pa kouvri okenn travèse sa yo).
1856	travel	Depi ou rete lontan nan zòn nan, ou ka travèse frontyè a san ou pa pase nan pwen kontwòl paspò.
952	travel	Menmsi ou ka panse li natirèl pou rejwenn liy areyèn ou vwayaje ak li pi souvan an, ou dwe konsyan ke privilèj yo bay yo konn souvan diferan epi pwen yo bay lè ou vwayaje ka pi plis nan yon lòt liy areyèn ki nan menm alyans la.
994	travel	Sèlman kèk konpayi ayeryèn pwopoze tarif dèy toujou, ki redwi yon ti kras depans vwayaj antèman dènye minit yo.
538	travel	Touris yo kapab vizite diferan kote nan yon peyi patikilye oswa chwazi pou konsantre sou yon sèl rejyon.
729	travel	Zile Bowen se yon ekskisyon popilè nan jounen oubyen wikenn ki ofri kayak, randone, boutik, restoran ak anpil lot ankò.
1923	travel	Vwayaje nan avyon kapab yon eksperyans ki fè pè pou moun tout laj epi tout orizon yo, an patikilye si yo pat janm pran avyon oparavan oswa si yo pat viv yon eksperyans trajik.
752	travel	An brèf, itilizasyon machin se yon bon mwayen pou vwayaje sou wout men li ra pou li deyal la pou ale nan «1»kan«2».
832	travel	Anrejistreman se yon egzijans anplis pou pwosedi viza a. Nan kèk peyi, ou dwe anrejistre prezans ou ak adrès kote w ap fè sejou an nan men otorite lokal yo.
1991	travel	Vwa navigab entèn yo se kapab yon bon chwa pou planifye yon vakans.
856	travel	Pote pou lòt yo - Pa janm sispann gade valiz ou, sitou lè w ap travèse fwontyè entènasyonal yo.
945	travel	Vikings yo te itilize wout navigab ris yo pou yo rann yo nan lanmè Nwa a epi lanmè Kaspyèn lan. Kèk pati nan wout sa yo toujou kapab itilize. Verifye si pèmi espesyal yo ki kapab difisil pou jwenn, yo nesesè.
868	travel	Sitou nan kòmansman, panse fè foli nan otèl yo, manje ak sèvis estil yo ak kalite oksidantal yo pou ede w adapte w.
701	travel	Sitwayen kiben ki posede yon kat vèt amerikèn dwe rann yo nan yon konsila ekwatoryen pou jwenn yon otorizasyon pou egzijans sa.
1813	travel	Nap atann nou pou majorite biyè yo ta vann ant ¥2,500 ak ¥130,000, biyè tipik yo koute anviron ¥7,000.
1824	travel	Vwayajè k ap rann yo nan peyi ki gen taksasyon elve yo kapab pafwa ekonomize kèk montan konsiderab, tankou sou pwodwi tankou bwason alkolize yo ak tabak.
798	travel	Bay kopi règ yo/ ak kontak yo a tout konpayon vwayaj, fanmi oubyen zanmi ki rete nan peyi yo epi ki prè pou ede.
1854	travel	Ewòp se yon kontinan ki piti, men ki konte anpil peyi endepandan. Nan sikonstans nòmal yo, vwayaje atravè plizyè peyi pral enplike pase plizyè fwa pa kontwòl demand viza ak paspò yo.
735	travel	Sirenan se sèl estasyon gad forè ki ofri lojman an dòtwa epi repa cho anplis kanpin lan. La Leona, San Pedrillo ak Los Patos ofri sèlman kanpin san sèvis restorasyon.
703	travel	Vizit yo mwens chè pou gwo gwoup yo, donk si ou poukont ou oswa avèk yon sèl zanmi, eseye rankontre lòt moun epi fòme yon gwoup de kat ak sis moun pou yon pi bon tarif pou chak moun.
951	travel	Ou dwe chwazi avèk prekosyon konpayi ayeryèn ou an Frequent Flyer nan kad yon alyans.
1865	travel	Si peyi ou prale vizite a sijè ak yon avi vwayaj, asirans maladi w lan oswa asirans anilasyon vwayaj ou an kapab afekte.
749	travel	Monte nan pwòp machin ou epi pati pou yon long vwayaj gen yon aspè patikilye nan senplisite sa.
1828	travel	Poutan, sepandan, sèvis telefoni mobil la pi fò isi a pase anpil lòt moso nan pakou an, pa egzanp Pennsylvania Wilds yo.
1941	travel	Boulva yo laj, bilding ki gen glas devan ak sant magazen modèn yo chaje ak twati tradisyonèl wouj-twil, mache a 18tyèm syèk, ak moske fin vye ak legliz, menmsi vil la gen yon atmosfè plis nan Ewòp Mediterane pase tradisyonèl Latiki.
697	travel	Lavil Jerizalèm gen anpil sit istorik, akeyolojik ak kiltirèl, sant komesyal ak kafe ak restoran ki gen anpil moun.
1763	travel	Chak lane, plizyè dizèn vizitè blese paske yon kenbe yon distans ki pa sifi. Zannimo ki gran yo, sovaj epi petèt danjere alò ba yo espas yo.
939	travel	Rasure w kew konnen saw kapab ak saw pa kapab pote epi deklare tout bagay nan limit legal yo.
954	travel	Turkish Airlines pwopoze 39 destinasyon nan 30 peyi afriken apati 2014.
163	travel	Yon bato Avenger ki chaje pou lite kont min yo, bato an ta prale Pwèto Prensesa nan Palawan.
759	travel	Yon rezon echanj dakèy se yon òganizasyon ki konekte vwayajè yo ak habitan vil yo gen pou vizite yo.
1735	travel	Kòm machin ki te devan Alonso yo te al fè gaz anba machin sekirite a, li kouri pran devan pou li ka ranpòte viktwa.
1993	travel	Yo defini tou itinerè yo pou chimen pwomenad yo ak pis pou bekàn ki pi popilè yo.
1722	travel	Menm jan pou tout Pak Nasyonal Sid Afriken, gen frè chak jou pou peye pou rantre nan pak la.
730	travel	Kominote otantik sa sitiye l nan Howe Sound, jis nan sòti Vancouver, epi l aksesib fasilman pa bato taksi regilyè yo nan depa Granville Islann, nan sant vil Vancouver a.
1609	travel	Poukisa sistèm transpò yo pwovoke anpil plent, poukisa yo echwe toutan? Enjenyè transpò yo se yon senpman yon bann enkonpetan? Oubyen gen yon bagay ki plis fondamantal k ap pase?
680	travel	Vil la sitiye jis bò kote chit yo, ki fòme atraksyon prensipal la, men destinasyon touristik popilè sa ofri amatè sansasyon fò sa yo ak touris yo anpil posibilite sejou ki pi long.
1795	travel	Kwazyè nan Sen Pitèsboug yo gen ladn yo tan nan vil la. Pasajè kwazyè yo pa bezwen viza (gade kondisyon yo).
1789	travel	Tout modifikasyon oubyen demann dwe adrese dabò a ajan vwayaj pa ak otèl lan.
712	travel	Plis pase 60 bato kwazyè ap travèse dlo Galapagos yo avèk yon kapasite sòti nan 8 ak 100 pasaje.
537	travel	Si objektif vizit lan nan yon kote patikilye se pou konnen istwa l ak kilti l, tip touris sa konnen sou non touris kiltirèl.
1708	travel	Nan zòn ansyen Medina, li fasil pou jwenn kote yo vann pwodwi mawoken, tankou tajin, potri, atik mawokinri, ouka ak tout gam pwodwui, men tout se pou touris.
1891	travel	Vwayajè ki te gen pwoblèm pou adapte yo ak nouvèl kilti a gen pafwa anpil pwoblèm pou re adapte yo ak kilti orijin yo a.
