index_id	category	text
854	travel	ⴷⴰⵗ ⵎ<ⵜⵔⵓⴱⵍⵓⵙ ⴰⵎ<ⵙⵙⵓⴾ<ⵍ ⴰⴷ ⵉⵙⵓⵏⴼⵓ ⵂⵓⵍⵍⴰⵏ ⴱ<ⵛⵛⴰ ⵉⵍ<ⴾ ⵢⴰⵙⵙⵓⵂ<ⴷ ⴱ<ⵛⵛⴰ ⵡ<ⵔⴴⵉ ⵛⵓⵏⴷ ⵉⵍ<ⴾ ⴷⴰⴴ ⵍⵎⵉⵜⵔⵓ ⵡⴰ ⵏ ⵍⵓⵔⵓⴱ.
833	travel	ⴰⵡⴰ ⵢ<ⵍⵣ<ⵎⴰⴾ ⴰⴷ ⵜ<ⵟⴾⴰⵔ<ⴷ ⴰⵍⴾⴰⴹ ⵉⵢ<ⵏ ⴷⴰⵗ ⴱⵓⵍⵉⵛ< ⵡⵉⵏ ⴰⴾⴾⴰⵍ ⵎⵉⵗ ⴰⴷ ⵜ<ⴾⴾ<ⴷ immigration offices.
1604	travel	ⴰⴾ ⵜⵓⴼⴰⵜ, ⴰⴾ ⴰⵡⴰⴷ<ⵎ ⴰⴷ ⵉⴾ<ⵍ ⵙ ⴰⴾⴰⵍ-ⵏⵉⵜ ⴰⴷ ⵢⴰⴾ ⴰⴾⴰⵍ ⵡⴰ ⵂⴰⴷ<ⵏ ⵙ ⵜⵓⵔ<ⴼⵜ, ⴷⴰⴶ ⴰⴱⴰⵔⴰⵈ ⴰⴷ ⵉⵎⵂⴰⵢ ⴰⵏⵜⴰ ⴷ ⴷⴷⵉⵏ<ⵜ ⵡⵉⵢⴰⴹ ⴰⴾⴾⴰⵍ-ⴷ ⵙ ⵉⴾⴰⵍ<ⵏ ⵡⵉⵢ<ⵏ ⵓⵙⵉ-ⵏ ⴱ<ⵔⵔⵉ ⴰⴾⴰⵍ ⵡⴰⵗ.
1826	travel	ⴾⵓⴷ ⵡⴰⵔ ⵜⵡⵉⵍⵉⴼⴰⴷ ⴰⵙⴶ<ⵍ ⴷⴰⵗ ⴰⴱⴰⵔⴰⵈⴰ ⵏ ⵉⴷⵔⴰⵔ<ⵏ, ⵓⴾⵙⴰⴹ ⵉⵎⵉⵔ ⴰⴷ ⵜⴰⵡⵏ<ⴷ, ⵉⵎⵉⵔ ⴰⴷ ⵜ<ⴶⵔⴰⵡ<ⴷ ⴰⴱⴰⵔⴰⵈⴰ ⵙⴰⴷⵉⴷ ⵂⵓⵍⵍⴰⵏ.
1559	travel	ⴰ ⴰIⵙⵍⵍⴰⵍ ⵡⴰⵣⵣⴰⵔ<ⵏ ⵏ ⴰⵙⵙⵉⴾ<ⵍ ⵢ<ⵎⵎⵓⵙ ⵜⵉⴾⵍⵉ, ⴰⵂⴰⵍ<ⵙ ⵢ<ⵙⵙⵉⵏⵜⴰ ⴷ<ⵗ ⵜⵉⴾⵍⵉ ⴼⵓⵍ ⵙⵉⵏ ⵢⴹⴰⵔ<ⵏ ⴰⵢⵍⴰⵏ ⵙⵉⵏ ⵉⵎ<ⵍⵢⵓⵏ<ⵏ ⵏ ⴰⵡⴰⵜⴰⵢ ⴰⵙ ⵢ<ⵈⵈ<ⵍ ⵓⵎⵓ <ⵔ<ⴾⵜⵓⵙ (ⴰⵂⴰⵍ<ⵙ ⵢ<ⴱⴷⴰⴷ<ⵏ).
1880	travel	ⵉⵎ<ⵙⵙⵓⴾⴰⵍ ⵉ ⵔⴰⵏ ⴰⴷ ⴱ<ⴷⴷⵉⵍ<ⵏ ⴾⴰⵢⴰ--ⵏⵙ<ⵏ ⴷⴰⴴ ⵉⵎⵉⵔ ⵏ ⴰⵙⵉⴾ<ⵍ-ⵏⵙ<ⵏ ⵢⴻⵡⵡ-ⴷ ⴰⴷ ⴰⴾⵏ<ⵏ ⴰⵍⴾⴰⴹ<ⵏ--ⵏⵙ<ⵏ ⴰⵙ ⵔⴰⵏ ⴰⴷ ⴰⵈⴰⵍ<ⵏ ⵙ ⵉⴾⴰⵍ<ⵏ-ⵏⵙ<ⵏ.
835	travel	ⴷⴰⵗ ⴰⵎⵉⵔ<ⵏ ⵡⵉⵢⵓⴹ, ⵎⵉⴷⴷ<ⵏ ⵡⵉ ⵣⵣⴰⵗⵏⵉⵏ ⵜⵉⵏⵉⵔⵉ ⵏ ⵜⵎ<ⵣⵣⵓⵈⵈⵉⵏ ⵜⵉⵏ ⴰⵙ<ⵎⵎⴰⴶⴰⵔⵓ ⵗⴰⵙ ⴰ ⵉⵡⴰⵔ ⴰⵙ<ⵏⵜ<ⵎ. ⴼⵓⵍ ⴰⵡⵉⵏ, ⴰⵡⴰ ⵉⴴⴰ ⵍⴰⵡ ⵜ<ⵚⵓⵀ<ⵜ ⵀⵓⵍⵍⴰⵏ, ⴼ<ⵍⵍⴰⵙ ⵢⵡⴰⵔⴽⵉ ⴰⴷ ⵜⵙⵙ<ⵙⵜ<ⵏ<ⴷ ⴷⴰⵖ ⵜⵉⵣⴰⵔ<ⵜ.
866	travel	ⴰⵙ ⵜ<ⵙⵙⵓⴾⵍ<ⴷ ⴱ<ⵔⵔⵉⵏ ⴰⴾⴰⵍ ⵢ<ⵜⵜⵉⵎⵗⴰⵔ ⵎⵉⵗ ⵉⵔⵏⴰ, ⵡⴰⵔ ⵜ<ⴾⵙⵓⴹ<ⴷ ⴰⵙ ⵜⵏⴰⵢ<ⵜ ⴰⵙ<ⵔⵜⵉ ⴷⴰⵗ ⴰⴴⵏⴰ.
1700	travel	ⵜⵟⴰⵎ<ⵟ : ⵉⵓⵍⴰⵗ ⴼⵓⵍ ⵜⵉⴹⵉⴹⵉⵏ ⵎⴷⴰⵏ<ⵜ ⴰⴷ ⵙⵉⵡ<ⵍⵏ<ⵜ ⵉⵏⵏⵉⵏ ⴶⴰⵏ<ⵜ ⵉⵂⴰⵏⴰⵏ ⴰⵜⴰⵈⵈ<ⵍ ⵜⴰⵗⴰⵔⴰ-ⵏⵏⵉⵜ ⵏ ⵜⵉⵎⴰⵜⵜⵉ ⵏ ⵜⵉⴷ<ⵜ.
887	travel	ⵉⵙⵉⴾⵉⵍⴰⵏ ⵡⵉⵏ ⵜⵓⵔⵉⵙⵜ ⵜⴰⵏ ⴰⵙⵙⵓⵂ<ⵏ ⵂⵓⵍⵍⴰⵏ, ⴰⵣⵉⵍⵣⴰⵎⴰⵏ ⴰⵙⵙ<ⵆⴰⵜ ⵏ ⵜⴰⵗⵉⵙⵙⴰ, ⴰⴷⴷⵓⴱ<ⵏ ⴰⴷ ⴰⴶ ⵉⵏ ⴷⴰⵗ ⴰⵡ<ⵍⴰⵏ ⵏⵓⴱ-ⴼ<ⴱ, ⵜⵓⵍⴰⵙ ⴰⴾⴾⵉⵎⴰⵍⴰⵏ ⵂⵓⵍⵍⴰⵏ ⵗⵓⵔ ⴱ<ⵏⵉⵏⵙⵓⵍⴰ, ⵉⵙⵍⴰⵏⴷⵙ ⴷ ⵔⵓⵙⵙ ⵙ<ⴰ.
